NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;
007;2;1;1:34.700;0;;27.300;0;47.321;0;20.079;0;161.0;1:34.700;11:32:09.949;0:27.300;0:47.321;0:20.079;;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;27.300;47.321;20.079;
007;2;2;1:28.547;0;;22.677;0;45.910;0;19.960;0;175.2;3:03.247;11:33:38.496;0:22.677;0:45.910;0:19.960;238.2;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;22.677;45.910;19.960;
007;2;3;1:27.944;0;;22.627;0;45.366;0;19.951;0;176.4;4:31.191;11:35:06.440;0:22.627;0:45.366;0:19.951;254.9;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;22.627;45.366;19.951;
007;2;4;1:27.450;0;;22.394;0;45.088;0;19.968;0;177.4;5:58.641;11:36:33.890;0:22.394;0:45.088;0:19.968;242.4;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;22.394;45.088;19.968;
007;2;5;1:27.541;0;;22.346;0;45.200;0;19.995;0;177.2;7:26.182;11:38:01.431;0:22.346;0:45.200;0:19.995;248.5;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;22.346;45.200;19.995;
007;2;6;1:27.935;0;;22.380;0;45.427;0;20.128;0;176.4;8:54.117;11:39:29.366;0:22.380;0:45.427;0:20.128;246.2;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;22.380;45.427;20.128;
007;2;7;1:27.755;0;;22.335;0;45.383;0;20.037;0;176.8;10:21.872;11:40:57.121;0:22.335;0:45.383;0:20.037;250.8;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;22.335;45.383;20.037;
007;2;8;1:27.441;0;;22.267;0;45.130;0;20.044;0;177.4;11:49.313;11:42:24.562;0:22.267;0:45.130;0:20.044;249.0;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;22.267;45.130;20.044;
007;2;9;1:27.770;0;;22.344;0;45.377;0;20.049;0;176.7;13:17.083;11:43:52.332;0:22.344;0:45.377;0:20.049;252.5;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;22.344;45.377;20.049;
007;2;10;1:31.622;0;;22.985;0;48.354;0;20.283;0;169.3;14:48.705;11:45:23.954;0:22.985;0:48.354;0:20.283;237.6;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;22.985;48.354;20.283;
