NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;
007;2;1;3:38.404;0;;1:06.386;0;1:20.253;0;1:11.765;0;86.0;3:38.404;13:03:38.721;1:06.386;1:20.253;1:11.765;116.3;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;SF;66.386;80.253;71.765;
007;2;2;3:05.357;0;;41.446;0;1:14.226;0;1:09.685;0;107.1;6:43.761;13:06:44.078;0:41.446;1:14.226;1:09.685;125.3;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;SF;41.446;74.226;69.685;
007;2;3;3:03.245;0;;43.024;0;1:14.382;0;1:05.839;0;108.3;9:47.006;13:09:47.323;0:43.024;1:14.382;1:05.839;159.1;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;SF;43.024;74.382;65.839;
007;2;4;3:02.734;0;;41.463;0;1:12.046;0;1:09.225;0;108.6;12:49.740;13:12:50.057;0:41.463;1:12.046;1:09.225;158.6;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;SF;41.463;72.046;69.225;
007;2;5;3:01.414;0;;41.135;0;1:13.638;0;1:06.641;0;109.4;15:51.154;13:15:51.471;0:41.135;1:13.638;1:06.641;146.3;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;SF;41.135;73.638;66.641;
007;2;6;3:01.607;0;;43.019;0;1:12.031;0;1:06.557;0;109.3;18:52.761;13:18:53.078;0:43.019;1:12.031;1:06.557;125.4;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;SF;43.019;72.031;66.557;
007;2;7;3:00.686;0;;41.560;0;1:10.566;0;1:08.560;0;109.8;21:53.447;13:21:53.764;0:41.560;1:10.566;1:08.560;136.7;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;SF;41.560;70.566;68.560;
007;2;8;2:58.548;0;;39.135;0;1:13.272;0;1:06.141;0;111.2;24:51.995;13:24:52.312;0:39.135;1:13.272;1:06.141;132.2;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;SF;39.135;73.272;66.141;
007;2;9;3:01.147;0;;39.791;0;1:12.008;0;1:09.348;0;109.6;27:53.142;13:27:53.459;0:39.791;1:12.008;1:09.348;161.7;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;SF;39.791;72.008;69.348;
007;2;10;2:54.161;0;;38.022;0;1:10.562;0;1:05.577;0;114.0;30:47.303;13:30:47.620;0:38.022;1:10.562;1:05.577;153.2;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;SF;38.022;70.562;65.577;
007;2;11;2:59.395;0;;39.940;0;1:12.363;0;1:07.092;0;110.6;33:46.698;13:33:47.015;0:39.940;1:12.363;1:07.092;118.6;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;SF;39.940;72.363;67.092;
007;2;12;2:54.820;0;;38.992;0;1:10.603;0;1:05.225;0;113.5;36:41.518;13:36:41.835;0:38.992;1:10.603;1:05.225;161.0;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;SF;38.992;70.603;65.225;
007;2;13;2:56.966;0;;40.568;0;1:08.460;0;1:07.938;0;112.2;39:38.484;13:39:38.801;0:40.568;1:08.460;1:07.938;144.4;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;SF;40.568;68.460;67.938;
007;2;14;2:55.576;0;;42.868;0;1:03.970;0;1:08.738;0;113.0;42:34.060;13:42:34.377;0:42.868;1:03.970;1:08.738;152.1;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;SF;42.868;63.970;68.738;
007;2;15;3:14.821;0;;41.050;0;1:19.178;0;1:14.593;0;101.9;45:48.881;13:45:49.198;0:41.050;1:19.178;1:14.593;120.1;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;SF;41.050;79.178;74.593;
007;2;16;3:17.600;0;;51.407;0;1:13.393;0;1:12.800;0;100.4;49:06.481;13:49:06.798;0:51.407;1:13.393;1:12.800;133.2;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;SF;51.407;73.393;72.800;
007;2;17;3:35.384;0;;46.755;0;1:20.066;0;1:28.563;0;92.1;52:41.865;13:52:42.182;0:46.755;1:20.066;1:28.563;127.4;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;SF;46.755;80.066;88.563;
007;2;18;3:46.514;0;;41.512;0;1:36.980;0;1:28.022;0;87.6;56:28.379;13:56:28.696;0:41.512;1:36.980;1:28.022;95.6;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;SF;41.512;96.980;88.022;
007;2;19;4:07.204;0;;53.542;0;1:32.725;0;1:40.937;0;80.3;1:00:35.583;14:00:35.900;0:53.542;1:32.725;1:40.937;73.2;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;RF;53.542;92.725;100.937;
007;2;20;43:34.643;0;;40:51.735;0;1:21.501;0;1:21.407;0;7.6;1:44:10.226;14:44:10.543;40:51.735;1:21.501;1:21.407;110.8;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;SF;2451.735;81.501;81.407;
007;2;21;3:03.644;0;;43.934;0;1:14.588;0;1:05.122;0;108.1;1:47:13.870;14:47:14.187;0:43.934;1:14.588;1:05.122;108.7;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;SF;43.934;74.588;65.122;
007;2;22;2:43.566;0;;37.010;0;1:06.189;0;1:00.367;0;121.3;1:49:57.436;14:49:57.753;0:37.010;1:06.189;1:00.367;134.8;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;37.010;66.189;60.367;
007;2;23;2:21.200;0;;31.012;0;52.597;0;57.591;0;140.6;1:52:18.636;14:52:18.953;0:31.012;0:52.597;0:57.591;170.3;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;31.012;52.597;57.591;
007;2;24;2:17.266;0;;29.036;1;51.102;1;57.128;1;144.6;1:54:35.902;14:54:36.219;0:29.036;0:51.102;0:57.128;223.6;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;GF;29.036;51.102;57.128;
007;2;25;3:27.566;0;;1:19.766;0;1:06.041;0;1:01.759;0;95.6;1:58:03.468;14:58:03.785;1:19.766;1:06.041;1:01.759;143.8;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;SF;79.766;66.041;61.759;
007;2;26;3:13.627;0;;39.812;0;1:08.869;0;1:24.946;0;102.5;2:01:17.095;15:01:17.412;0:39.812;1:08.869;1:24.946;112.5;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;SF;39.812;68.869;84.946;
007;2;27;3:50.489;0;;58.157;0;1:45.906;0;1:06.426;0;86.1;2:05:07.584;15:05:07.901;0:58.157;1:45.906;1:06.426;102.9;Tom GAMBLE;;HYPERCAR;;Aston Martin Thor Team;Aston Martin;SF;58.157;105.906;66.426;
