NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;POWER;FANBOOST;ATTACK_MODE;
21;1;17;1:39.660;0;;47.516;0;24.499;0;27.645;0;93.0;47:13.831;16:01:13.831;0:47.516;0:24.499;0:27.645;;Nyck DE VRIES;0:00:59.219;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
21;1;18;1:28.302;0;;37.019;0;23.656;0;27.627;0;105.0;48:42.133;16:02:42.133;0:37.019;0:23.656;0:27.627;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
21;1;19;1:27.377;0;;36.436;0;23.487;0;27.454;0;106.1;50:09.510;16:04:09.510;0:36.436;0:23.487;0:27.454;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
21;1;20;1:28.454;0;;37.077;0;23.634;0;27.743;0;104.8;51:37.964;16:05:37.964;0:37.077;0:23.634;0:27.743;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
21;1;21;1:28.253;0;;36.510;0;23.647;0;28.096;0;105.0;53:06.217;16:07:06.217;0:36.510;0:23.647;0:28.096;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
21;1;22;1:26.941;0;;36.332;0;23.285;0;27.324;0;106.6;54:33.158;16:08:33.158;0:36.332;0:23.285;0:27.324;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
21;1;23;1:26.979;0;;36.555;0;23.073;0;27.351;0;106.6;56:00.137;16:10:00.137;0:36.555;0:23.073;0:27.351;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
21;1;24;1:25.850;0;;37.114;0;22.251;2;26.485;0;108.0;57:25.987;16:11:25.987;0:37.114;0:22.251;0:26.485;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;true;
21;1;25;1:24.575;0;;35.288;0;23.154;0;26.133;2;109.6;58:50.562;16:12:50.562;0:35.288;0:23.154;0:26.133;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;true;
21;1;26;1:24.826;0;;35.171;0;23.272;0;26.383;0;109.3;1:00:15.388;16:14:15.388;0:35.171;0:23.272;0:26.383;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;true;
21;1;27;1:24.929;0;;36.268;0;22.252;0;26.409;0;109.1;1:01:40.317;16:15:40.317;0:36.268;0:22.252;0:26.409;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;true;
21;1;28;1:25.834;0;;35.336;0;23.412;0;27.086;0;108.0;1:03:06.151;16:17:06.151;0:35.336;0:23.412;0:27.086;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;true;
21;1;29;1:25.522;0;;35.681;0;22.902;0;26.939;0;108.4;1:04:31.673;16:18:31.673;0:35.681;0:22.902;0:26.939;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
21;1;30;1:25.584;0;;35.453;0;23.092;0;27.039;0;108.3;1:05:57.257;16:19:57.257;0:35.453;0:23.092;0:27.039;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
21;1;31;1:29.066;0;;38.854;0;23.211;0;27.001;0;104.1;1:07:26.323;16:21:26.323;0:38.854;0:23.211;0:27.001;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
21;1;32;1:25.536;0;;35.731;0;22.702;0;27.103;0;108.4;1:08:51.859;16:22:51.859;0:35.731;0:22.702;0:27.103;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
21;1;33;1:26.678;0;;36.715;0;23.012;0;26.951;0;106.9;1:10:18.537;16:24:18.537;0:36.715;0:23.012;0:26.951;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
21;1;34;1:24.480;0;;35.252;0;22.596;0;26.632;0;109.7;1:11:43.017;16:25:43.017;0:35.252;0:22.596;0:26.632;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
21;1;35;1:24.169;2;;35.116;2;22.485;0;26.568;0;110.1;1:13:07.186;16:27:07.186;0:35.116;0:22.485;0:26.568;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
21;1;36;1:24.736;0;;35.285;0;22.620;0;26.831;0;109.4;1:14:31.922;16:28:31.922;0:35.285;0:22.620;0:26.831;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
21;1;37;1:24.742;0;;35.424;0;22.533;0;26.785;0;109.4;1:15:56.664;16:29:56.664;0:35.424;0:22.533;0:26.785;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
21;1;38;1:24.690;0;;35.434;0;22.528;0;26.728;0;109.5;1:17:21.354;16:31:21.354;0:35.434;0:22.528;0:26.728;;Nyck DE VRIES;;;;MAHINDRA RACING;MAHINDRA RACING;;false;false;
22;1;1;2:27.513;0;;1:19.355;0;34.123;0;34.035;0;62.8;2:27.513;15:16:27.513;1:19.355;0:34.123;0:34.035;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;2;1:39.646;0;;40.649;0;27.426;0;31.571;0;93.0;4:07.159;15:18:07.159;0:40.649;0:27.426;0:31.571;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;3;1:37.356;0;;39.427;0;27.085;0;30.844;0;95.2;5:44.515;15:19:44.515;0:39.427;0:27.085;0:30.844;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;4;3:20.377;0;;43.136;0;32.884;0;2:04.357;0;46.3;9:04.892;15:23:04.892;0:43.136;0:32.884;2:04.357;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;5;1:41.148;0;;43.714;0;26.802;0;30.632;0;91.6;10:46.040;15:24:46.040;0:43.714;0:26.802;0:30.632;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;6;1:34.879;0;;39.142;0;25.850;0;29.887;0;97.7;12:20.919;15:26:20.919;0:39.142;0:25.850;0:29.887;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;7;1:32.357;0;;38.476;0;24.806;0;29.075;0;100.4;13:53.276;15:27:53.276;0:38.476;0:24.806;0:29.075;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;8;1:32.809;0;;39.413;0;24.388;0;29.008;0;99.9;15:26.085;15:29:26.085;0:39.413;0:24.388;0:29.008;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;9;1:31.698;0;;39.531;0;24.251;0;27.916;0;101.1;16:57.783;15:30:57.783;0:39.531;0:24.251;0:27.916;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;true;
22;1;10;1:28.658;0;;36.667;0;23.953;0;28.038;0;104.6;18:26.441;15:32:26.441;0:36.667;0:23.953;0:28.038;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;true;
22;1;11;1:28.619;0;;36.435;0;23.758;0;28.426;0;104.6;19:55.060;15:33:55.060;0:36.435;0:23.758;0:28.426;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;true;
22;1;12;1:30.523;0;;37.384;0;24.706;0;28.433;0;102.4;21:25.583;15:35:25.583;0:37.384;0:24.706;0:28.433;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;13;13:51.873;0;B;45.087;0;1:00.862;0;12:05.924;0;11.1;35:17.456;15:49:17.456;0:45.087;1:00.862;12:05.924;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;14;6:27.904;0;;3:54.639;0;28.777;0;2:04.488;0;23.9;41:45.360;15:55:45.360;3:54.639;0:28.777;2:04.488;;Zane MALONEY;0:14:21.739;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;15;1:37.478;0;;42.830;0;25.591;0;29.057;0;95.1;43:22.838;15:57:22.838;0:42.830;0:25.591;0:29.057;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;16;1:31.022;0;;38.011;0;24.532;0;28.479;0;101.8;44:53.860;15:58:53.860;0:38.011;0:24.532;0:28.479;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;17;1:30.841;0;;37.407;0;24.904;0;28.530;0;102.0;46:24.701;16:00:24.701;0:37.407;0:24.904;0:28.530;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;18;1:28.827;0;;36.963;0;23.833;0;28.031;0;104.4;47:53.528;16:01:53.528;0:36.963;0:23.833;0:28.031;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;19;1:28.630;0;;37.051;0;23.787;0;27.792;0;104.6;49:22.158;16:03:22.158;0:37.051;0:23.787;0:27.792;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;20;1:29.368;0;;36.605;0;24.367;0;28.396;0;103.7;50:51.526;16:04:51.526;0:36.605;0:24.367;0:28.396;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;21;1:27.533;0;;36.279;0;23.970;0;27.284;0;105.9;52:19.059;16:06:19.059;0:36.279;0:23.970;0:27.284;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;22;2:13.210;0;B;36.470;0;23.694;0;1:13.046;0;69.6;54:32.269;16:08:32.269;0:36.470;0:23.694;1:13.046;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;23;1:39.112;0;;46.849;0;24.563;0;27.700;0;93.5;56:11.381;16:10:11.381;0:46.849;0:24.563;0:27.700;;Zane MALONEY;0:00:57.114;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;24;1:27.556;0;;36.323;0;23.644;0;27.589;0;105.9;57:38.937;16:11:38.937;0:36.323;0:23.644;0:27.589;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;25;1:26.716;0;;36.093;0;23.515;0;27.108;0;106.9;59:05.653;16:13:05.653;0:36.093;0:23.515;0:27.108;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;26;1:26.719;0;;36.039;0;23.213;0;27.467;0;106.9;1:00:32.372;16:14:32.372;0:36.039;0:23.213;0:27.467;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;27;1:27.718;0;;37.181;0;23.332;0;27.205;0;105.7;1:02:00.090;16:16:00.090;0:37.181;0:23.332;0:27.205;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;28;1:26.290;0;;35.982;0;23.043;0;27.265;0;107.4;1:03:26.380;16:17:26.380;0:35.982;0:23.043;0:27.265;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;29;1:27.587;0;;36.644;0;23.374;0;27.569;0;105.8;1:04:53.967;16:18:53.967;0:36.644;0:23.374;0:27.569;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;30;1:26.945;0;;36.667;0;23.105;0;27.173;0;106.6;1:06:20.912;16:20:20.912;0:36.667;0:23.105;0:27.173;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;31;1:26.414;0;;37.163;0;22.740;0;26.511;0;107.3;1:07:47.326;16:21:47.326;0:37.163;0:22.740;0:26.511;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;true;
22;1;32;1:23.468;2;;34.737;2;22.377;2;26.354;0;111.1;1:09:10.794;16:23:10.794;0:34.737;0:22.377;0:26.354;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;true;
22;1;33;1:23.953;0;;35.039;0;22.806;0;26.108;2;110.4;1:10:34.747;16:24:34.747;0:35.039;0:22.806;0:26.108;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;true;
22;1;34;1:25.987;0;;35.338;0;23.171;0;27.478;0;107.8;1:12:00.734;16:26:00.734;0:35.338;0:23.171;0:27.478;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;true;
22;1;35;1:26.476;0;;36.057;0;23.331;0;27.088;0;107.2;1:13:27.210;16:27:27.210;0:36.057;0:23.331;0:27.088;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;36;1:25.640;0;;35.441;0;22.927;0;27.272;0;108.2;1:14:52.850;16:28:52.850;0:35.441;0:22.927;0:27.272;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;37;1:25.734;0;;35.604;0;22.978;0;27.152;0;108.1;1:16:18.584;16:30:18.584;0:35.604;0:22.978;0:27.152;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
22;1;38;1:25.589;0;;35.608;0;22.832;0;27.149;0;108.3;1:17:44.173;16:31:44.173;0:35.608;0:22.832;0:27.149;;Zane MALONEY;;;;LOLA YAMAHA ABT Formula E Team;LOLA;;false;false;
23;1;1;1:59.003;0;;57.262;0;28.834;0;32.907;0;77.9;1:59.003;15:15:59.003;0:57.262;0:28.834;0:32.907;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;false;
23;1;2;1:40.433;0;;40.928;0;27.310;0;32.195;0;92.3;3:39.436;15:17:39.436;0:40.928;0:27.310;0:32.195;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;false;
23;1;3;1:46.363;0;;41.040;0;27.318;0;38.005;0;87.2;5:25.799;15:19:25.799;0:41.040;0:27.318;0:38.005;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;false;
23;1;4;2:14.018;0;;44.214;0;30.868;0;58.936;0;69.2;7:39.817;15:21:39.817;0:44.214;0:30.868;0:58.936;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;false;
23;1;5;2:56.014;0;;2:02.325;0;24.392;0;29.297;0;52.7;10:35.831;15:24:35.831;2:02.325;0:24.392;0:29.297;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;false;
23;1;6;1:31.003;0;;38.002;0;24.204;0;28.797;0;101.9;12:06.834;15:26:06.834;0:38.002;0:24.204;0:28.797;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;false;
23;1;7;1:30.667;0;;37.584;0;24.232;0;28.851;0;102.2;13:37.501;15:27:37.501;0:37.584;0:24.232;0:28.851;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;false;
23;1;8;1:30.064;0;;38.048;0;23.721;0;28.295;0;102.9;15:07.565;15:29:07.565;0:38.048;0:23.721;0:28.295;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;false;
23;1;9;1:28.903;0;;36.712;0;23.756;0;28.435;0;104.3;16:36.468;15:30:36.468;0:36.712;0:23.756;0:28.435;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;false;
23;1;10;1:29.318;0;;37.033;0;23.922;0;28.363;0;103.8;18:05.786;15:32:05.786;0:37.033;0:23.922;0:28.363;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;false;
23;1;11;1:28.384;0;;36.731;0;23.565;0;28.088;0;104.9;19:34.170;15:33:34.170;0:36.731;0:23.565;0:28.088;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;false;
23;1;12;1:28.746;0;;36.895;0;23.519;0;28.332;0;104.5;21:02.916;15:35:02.916;0:36.895;0:23.519;0:28.332;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;false;
23;1;13;2:19.008;0;B;36.652;0;33.697;0;1:08.659;0;66.7;23:21.924;15:37:21.924;0:36.652;0:33.697;1:08.659;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;false;
23;1;14;16:56.772;0;;15:33.422;0;27.328;0;56.022;0;9.1;40:18.696;15:54:18.696;15:33.422;0:27.328;0:56.022;;Oliver ROWLAND;0:14:59.856;;;Nissan Formula E Team;NISSAN;;false;false;
23;1;15;2:54.809;0;;2:02.918;0;23.879;0;28.012;0;53.0;43:13.505;15:57:13.505;2:02.918;0:23.879;0:28.012;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;false;
23;1;16;1:28.567;0;;36.965;0;23.485;0;28.117;0;104.7;44:42.072;15:58:42.072;0:36.965;0:23.485;0:28.117;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;false;
23;1;17;1:27.837;0;;37.309;0;22.823;0;27.705;0;105.5;46:09.909;16:00:09.909;0:37.309;0:22.823;0:27.705;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;true;
23;1;18;1:26.155;0;;35.971;0;22.946;0;27.238;0;107.6;47:36.064;16:01:36.064;0:35.971;0:22.946;0:27.238;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;true;
23;1;19;1:25.736;0;;35.908;0;22.770;0;27.058;0;108.1;49:01.800;16:03:01.800;0:35.908;0:22.770;0:27.058;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;true;
23;1;20;1:28.213;0;;36.572;0;23.693;0;27.948;0;105.1;50:30.013;16:04:30.013;0:36.572;0:23.693;0:27.948;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;false;
23;1;21;1:27.164;0;;36.219;0;23.322;0;27.623;0;106.4;51:57.177;16:05:57.177;0:36.219;0:23.322;0:27.623;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;false;
23;1;22;1:26.747;0;;36.181;0;23.194;0;27.372;0;106.9;53:23.924;16:07:23.924;0:36.181;0:23.194;0:27.372;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;false;
23;1;23;1:33.492;0;B;35.941;0;23.111;0;34.440;0;99.2;54:57.416;16:08:57.416;0:35.941;0:23.111;0:34.440;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;false;
23;1;24;2:14.329;0;;1:23.314;0;23.431;0;27.584;0;69.0;57:11.745;16:11:11.745;1:23.314;0:23.431;0:27.584;;Oliver ROWLAND;0:00:55.920;;;Nissan Formula E Team;NISSAN;;false;false;
23;1;25;1:26.853;0;;36.321;0;23.196;0;27.336;0;106.7;58:38.598;16:12:38.598;0:36.321;0:23.196;0:27.336;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;false;
23;1;26;1:26.172;0;;35.961;0;23.013;0;27.198;0;107.6;1:00:04.770;16:14:04.770;0:35.961;0:23.013;0:27.198;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;false;
23;1;27;1:26.097;0;;35.977;0;22.951;0;27.169;0;107.7;1:01:30.867;16:15:30.867;0:35.977;0:22.951;0:27.169;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;false;
23;1;28;1:25.798;0;;35.713;0;22.884;0;27.201;0;108.0;1:02:56.665;16:16:56.665;0:35.713;0:22.884;0:27.201;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;false;
23;1;29;1:25.783;0;;35.752;0;22.906;0;27.125;0;108.1;1:04:22.448;16:18:22.448;0:35.752;0:22.906;0:27.125;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;false;
23;1;30;1:25.320;0;;35.663;0;22.859;0;26.798;0;108.6;1:05:47.768;16:19:47.768;0:35.663;0:22.859;0:26.798;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;false;
23;1;31;1:26.745;0;;37.241;0;22.788;0;26.716;0;106.9;1:07:14.513;16:21:14.513;0:37.241;0:22.788;0:26.716;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;true;
23;1;32;1:23.663;2;;35.031;2;22.088;2;26.544;2;110.8;1:08:38.176;16:22:38.176;0:35.031;0:22.088;0:26.544;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;true;
23;1;33;1:24.232;0;;35.216;0;22.374;0;26.642;0;110.1;1:10:02.408;16:24:02.408;0:35.216;0:22.374;0:26.642;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;true;
23;1;34;1:25.777;0;;35.462;0;23.058;0;27.257;0;108.1;1:11:28.185;16:25:28.185;0:35.462;0:23.058;0:27.257;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;true;
23;1;35;1:25.440;0;;35.703;0;22.714;0;27.023;0;108.5;1:12:53.625;16:26:53.625;0:35.703;0:22.714;0:27.023;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;false;
23;1;36;1:25.075;0;;35.517;0;22.652;0;26.906;0;109.0;1:14:18.700;16:28:18.700;0:35.517;0:22.652;0:26.906;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;false;
23;1;37;1:24.889;0;;35.595;0;22.594;0;26.700;0;109.2;1:15:43.589;16:29:43.589;0:35.595;0:22.594;0:26.700;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;false;
23;1;38;1:25.124;0;;35.637;0;22.643;0;26.844;0;108.9;1:17:08.713;16:31:08.713;0:35.637;0:22.643;0:26.844;;Oliver ROWLAND;;;;Nissan Formula E Team;NISSAN;;false;false;
25;1;1;2:13.217;0;;1:09.097;0;30.965;0;33.155;0;69.6;2:13.217;15:16:13.217;1:09.097;0:30.965;0:33.155;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;false;
25;1;2;1:40.319;0;;41.683;0;27.657;0;30.979;0;92.4;3:53.536;15:17:53.536;0:41.683;0:27.657;0:30.979;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;false;
25;1;3;1:40.519;0;;40.495;0;26.453;0;33.571;0;92.2;5:34.055;15:19:34.055;0:40.495;0:26.453;0:33.571;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;false;
25;1;4;3:29.386;0;;45.381;0;29.978;0;2:14.027;0;44.3;9:03.441;15:23:03.441;0:45.381;0:29.978;2:14.027;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;false;
25;1;5;1:39.414;0;;43.940;0;26.009;0;29.465;0;93.2;10:42.855;15:24:42.855;0:43.940;0:26.009;0:29.465;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;false;
25;1;6;1:32.988;0;;39.867;0;24.583;0;28.538;0;99.7;12:15.843;15:26:15.843;0:39.867;0:24.583;0:28.538;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;true;
25;1;7;1:30.078;0;;38.011;0;24.307;0;27.760;0;102.9;13:45.921;15:27:45.921;0:38.011;0:24.307;0:27.760;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;true;
25;1;8;1:30.215;0;;37.832;0;24.005;0;28.378;0;102.8;15:16.136;15:29:16.136;0:37.832;0:24.005;0:28.378;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;true;
25;1;9;1:31.483;0;;38.315;0;24.728;0;28.440;0;101.3;16:47.619;15:30:47.619;0:38.315;0:24.728;0:28.440;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;false;
25;1;10;1:30.957;0;;37.962;0;24.382;0;28.613;0;101.9;18:18.576;15:32:18.576;0:37.962;0:24.382;0:28.613;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;false;
25;1;11;1:30.338;0;;38.216;0;24.137;0;27.985;0;102.6;19:48.914;15:33:48.914;0:38.216;0:24.137;0:27.985;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;false;
25;1;12;1:29.672;0;;37.672;0;24.117;0;27.883;0;103.4;21:18.586;15:35:18.586;0:37.672;0:24.117;0:27.883;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;false;
25;1;13;2:43.325;0;B;41.633;0;57.951;0;1:03.741;0;56.8;24:01.911;15:38:01.911;0:41.633;0:57.951;1:03.741;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;false;
25;1;14;17:42.636;0;;15:04.224;0;30.329;0;2:08.083;0;8.7;41:44.547;15:55:44.547;15:04.224;0:30.329;2:08.083;;Jean-Éric VERGNE;0:14:30.114;;;DS PENSKE;STELLANTIS;;false;false;
25;1;15;1:35.642;0;;41.784;0;24.796;0;29.062;0;96.9;43:20.189;15:57:20.189;0:41.784;0:24.796;0:29.062;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;false;
25;1;16;1:30.846;0;;38.371;0;24.225;0;28.250;0;102.0;44:51.035;15:58:51.035;0:38.371;0:24.225;0:28.250;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;false;
25;1;17;1:29.808;0;;38.034;0;23.821;0;27.953;0;103.2;46:20.843;16:00:20.843;0:38.034;0:23.821;0:27.953;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;false;
25;1;18;1:26.891;0;;36.571;0;23.235;0;27.085;0;106.7;47:47.734;16:01:47.734;0:36.571;0:23.235;0:27.085;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;false;
25;1;19;1:34.211;0;B;36.350;0;23.183;0;34.678;0;98.4;49:21.945;16:03:21.945;0:36.350;0:23.183;0:34.678;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;false;
25;1;20;2:15.151;0;;1:24.245;0;23.583;0;27.323;0;68.6;51:37.096;16:05:37.096;1:24.245;0:23.583;0:27.323;;Jean-Éric VERGNE;0:00:56.460;;;DS PENSKE;STELLANTIS;;false;false;
25;1;21;1:28.437;0;;36.482;0;24.014;0;27.941;0;104.8;53:05.533;16:07:05.533;0:36.482;0:24.014;0:27.941;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;false;
25;1;22;1:27.151;0;;36.084;0;23.340;0;27.727;0;106.4;54:32.684;16:08:32.684;0:36.084;0:23.340;0:27.727;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;false;
25;1;23;1:26.793;0;;36.493;0;22.924;0;27.376;0;106.8;55:59.477;16:09:59.477;0:36.493;0:22.924;0:27.376;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;false;
25;1;24;1:26.431;0;;35.991;0;23.013;0;27.427;0;107.3;57:25.908;16:11:25.908;0:35.991;0:23.013;0:27.427;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;false;
25;1;25;1:27.414;0;;36.472;0;23.447;0;27.495;0;106.0;58:53.322;16:12:53.322;0:36.472;0:23.447;0:27.495;;Jean-Éric VERGNE;;;;DS PENSKE;STELLANTIS;;false;false;
